"wkt","typ"
"LINESTRING (16.6772357757062 49.1821902886092,16.6785522570974 49.1821172497503,16.6792306176662 49.1820769382784,16.6798183380255 49.1820421793166,16.6799376345669 49.1820343963996,16.6799881419142 49.1820270806762,16.6800412895517 49.1820159759245,16.6800769329811 49.1820093383455,16.6801125834172 49.182011312598,16.6801524724737 49.1820170291089,16.6801891075506 49.1820278163314,16.6802282115782 49.1820432813614,16.680262177829 49.1820605052096,16.6803052490905 49.1821085745454,16.680387952826 49.1821528035339,16.6804782492028 49.182201275255,16.6805370054659 49.1822300439155,16.6806052667861 49.1822451720781,16.6806863441333 49.1822511317125,16.6807553976207 49.1822502850771,16.6810134793714 49.1822428424987,16.681278140158 49.1822223482351,16.6816862235639 49.1821911261414,16.6820216351608 49.1821569189555,16.6821331248663 49.1821424913653,16.6822221218147 49.1821074067517,16.6823591264437 49.1820110421601,16.6825122859663 49.1819147520106,16.6825634912639 49.1818833725101,16.6825845121237 49.1818511982301,16.6825411603937 49.1815945837481,16.6825584632246 49.181556716636,16.682596595314 49.1815212395582,16.6826575905335 49.1814942569998,16.6827243231735 49.1814766860618,16.6828062406264 49.1814601813623,16.682945592836 49.1814298245632,16.6832246603745 49.1813631743143,16.6833168239267 49.1813383799613,16.6834225306198 49.1813073824549,16.6835733051984 49.1812578222367,16.6838414087131 49.1811617847698,16.6839735435975 49.1811050861827,16.684220665553 49.1809927368916,16.6843568377988 49.1809286374522,16.6845247596416 49.1808161589421,16.6847991380129 49.1806284854592,16.6848897413734 49.1805736396617,16.6851481555389 49.1804762569586,16.6852916620702 49.1804290991547,16.6855433613411 49.1803443599408,16.6856407013347 49.1803101236969,16.6858628290868 49.1802542424207,16.6860965621068 49.1801965919724,16.6863264483982 49.1801377437154,16.6863709157782 49.1801265569368,16.68644960396 49.1801050539027,16.68652535203 49.1800817546824,16.6866868077749 49.1800236668868,16.687161527102 49.1798614433526,16.6872762574599 49.1797974258356,16.6875123170478 49.1797180767067,16.6878757666729 49.1795986492404,16.688157076983 49.1795169103225,16.6884026722292 49.1794732036635,16.6886978857345 49.1794226447827,16.688950985457 49.1793725746213,16.6890842187238 49.179333832872,16.6894978371941 49.1792511736089,16.6896318481604 49.1792163277826,16.6897895922841 49.1791871213914,16.6900874616396 49.1791611219212,16.6904094672591 49.1791593366924,16.6904352162223 49.1791823400103,16.6905579588081 49.1792524219864,16.6907158330966 49.1793053613244,16.690951442925 49.1792980434508,16.6911750028334 49.1792655034333,16.691415775907 49.1792463586452,16.6915052921518 49.1792253470102,16.691847257813 49.1792003165587,16.6919607469776 49.1791797641488)","_Zona30_pesi_obytna"
"LINESTRING (16.6919607469776 49.1791797641488,16.6920434161089 49.1791647930362,16.6924202142013 49.1791318706997,16.6928736436329 49.1790900138779,16.6930317320044 49.1790772548725,16.6930813515767 49.1790778202937,16.6931239365305 49.1790818667354,16.6931628397024 49.1790861848689,16.6931944220496 49.1790907844446,16.6932302716357 49.1790964781594,16.69327732458 49.1791053422066,16.6935421015161 49.1791496121211,16.6938283434296 49.1791985661708,16.6941775929369 49.1792527326565,16.6943368903906 49.179277150951,16.6946917352842 49.1793317081596,16.6949246157714 49.1793634047859,16.6952034645986 49.1794007085834,16.6954838716776 49.1794458047388)","ostatni_pomocne"
"LINESTRING (16.6807463624225 49.180759461825,16.6802791112317 49.1803495597835,16.6802576762442 49.1803273868745,16.6802371832345 49.1802994509064,16.6802105255647 49.1802350467109,16.6801900041362 49.1802023393695,16.6801626611339 49.1801718024899,16.6798385612752 49.1799126901678)","_Zona30_pesi_obytna"
"LINESTRING (16.6338101131451 49.1903873323162,16.6338512697139 49.1904099345963,16.633897303755 49.1904280501564,16.633947087193 49.1904412350687,16.6339994000694 49.1904491662321,16.6340529604381 49.1904516492904,16.6341064557819 49.1904486233955,16.6341585751769 49.1904401626978)","ostatni_pomocne"
"LINESTRING (16.6341585751769 49.1904401626978,16.6344923684581 49.1903673846689,16.635484679787 49.190160906205)","ostatni_pomocne"
"LINESTRING (16.635484679787 49.190160906205,16.6355678202752 49.1901472869779,16.6356529027079 49.1901405680919,16.6357385993427 49.1901408543975,16.6358235728528 49.1901481414269,16.6359064971955 49.1901623154634)","ostatni_pomocne"
"LINESTRING (16.6359064971955 49.1901623154634,16.6368508046764 49.1903657739493,16.6371869256406 49.190438487028,16.6375804141657 49.1905031320948,16.6380876030333 49.1905606818139,16.6385889152354 49.1905838551456)","ostatni_pomocne"
"LINESTRING (16.6254223932076 49.1876748495046,16.6269442232748 49.1881767595694,16.6286531422856 49.1887917714164,16.6300471546986 49.1893617412417,16.6315467930862 49.1899298481706)","_Vyhrazeny pruh"
"LINESTRING (16.6315467930862 49.1899298481706,16.6316895089331 49.1899802849863,16.6318365209057 49.1900251087607,16.6319873156744 49.1900641629769,16.6321413666966 49.1900973112642,16.6322981360557 49.1901244378737,16.6324570763403 49.1901454480835,16.6326176325561 49.1901602685289,16.6327792440642 49.1901688474591,16.6329413465398 49.1901711549176,16.6331033739428 49.1901671828471,16.6332647604955 49.1901569451174,16.6334249426589 49.1901404774773,16.6335833611007 49.1901178374293,16.6337394626491 49.1900891040293)","_Vyhrazeny pruh"
"LINESTRING (16.6337394626491 49.1900891040294,16.6350654757391 49.1898170698061,16.636300626168 49.1895698965727)","_Vyhrazeny pruh"
"LINESTRING (16.6383583666019 49.1893740409713,16.6389206297338 49.1893769587659)","_Vyhrazeny pruh"
"LINESTRING (16.636300626168 49.1895698965727,16.6365515632451 49.1895230783448,16.6368050346223 49.1894825477585,16.6370606737401 49.1894483634266,16.6373181109065 49.1894205747844,16.6375769738314 49.1893992220178,16.6378368881646 49.1893843360059,16.6380974780366 49.1893759382756,16.6383583666019 49.1893740409713)","_Vyhrazeny pruh"
"LINESTRING (16.6385889152354 49.1905838551456,16.6389299457876 49.1905892698121,16.6393332158486 49.1905764272172,16.6396165206145 49.1905566523874,16.6399567975319 49.1905192054184,16.6403756614854 49.1904567350671,16.6408976151861 49.1903473891783,16.6415809456288 49.1901853489234,16.6418636601002 49.1901191913371,16.6423495964722 49.1900516652219)","ostatni_pomocne"
"LINESTRING (16.6423495964722 49.1900516652219,16.6431722437104 49.1902653334195,16.6433386278067 49.1903149974979,16.6434110282702 49.1903599922254,16.6434341790708 49.190474092914,16.6434470273751 49.1906747122238,16.6434659995275 49.1908753586552,16.643501584837 49.1909917530128,16.6435376712285 49.1910463199077)","ostatni_pomocne"
"LINESTRING (16.6420305889572 49.1901486735855,16.6423052091481 49.190102290386,16.6423728143057 49.190119461739,16.6424488776085 49.1901651320904,16.6430020350813 49.1903123262067,16.6433271871679 49.1903965830915,16.6433442553042 49.1905486657982,16.6433577165568 49.1905627054396,16.6434230532459 49.1905872944312,16.6434407033584 49.1906078300779,16.6434659995275 49.1908753586552,16.643501584837 49.1909917530128,16.6435376712285 49.1910463199077)","_stezka_C8_C9_C10"
"LINESTRING (16.6363754992852 49.189730625725,16.6366170580212 49.1896855572371,16.6368610563668 49.1896465414013,16.6371071414587 49.1896136346403,16.6373549574181 49.1895868845423,16.637604145865 49.1895663297919,16.6378543464362 49.1895520001141,16.638105197306 49.1895439162318,16.6383563357089 49.1895420898355)","_stezka_C8_C9_C10"
"LINESTRING (16.6335339576014 49.1903073554529,16.6351412074019 49.1899776272227,16.6363754992853 49.189730625725)","_stezka_C8_C9_C10"
"LINESTRING (16.6383563357089 49.1895420898355,16.6389186007468 49.1895450076404)","_stezka_C8_C9_C10"
"LINESTRING (16.6335677131003 49.190318520164,16.6336651990149 49.1903286566266,16.6337454138551 49.1903503430795,16.633793455702 49.1903766227169,16.6338101131451 49.1903873323162)","ostatni_pomocne"
"LINESTRING (16.6385889152354 49.1905838551456,16.6388477985213 49.1895827081662)","ostatni_pomocne"
"LINESTRING (16.615014138448 49.1916638232401,16.6151162065934 49.1916316177192,16.6152088464327 49.1916097043659,16.6152540071536 49.1916090350581,16.6154008510672 49.1916064253692,16.6155352606636 49.1916174939176,16.6162262795106 49.1917476104968,16.6166571743473 49.1918375167591,16.6169641127397 49.19189509656,16.6173750004764 49.1919565178407,16.6175748324474 49.19197083719,16.6179401750072 49.1919766584534,16.6180387377036 49.1919741433654,16.6182214724181 49.1919652824531,16.6184091350574 49.1919525519343,16.6186937198266 49.1919146930273,16.6189408072999 49.1918733037659,16.6190761852117 49.1918384156854,16.6195280712222 49.1917333048766,16.6200935252035 49.1915954534286,16.6206781450248 49.1914519253244,16.6210823316942 49.1913553853088,16.6214654563355 49.1912629780539,16.6216051563761 49.1912320863605,16.6217263926966 49.191218869581,16.6218499048313 49.1912114377331,16.621941763134 49.1912137177203,16.6221091089388 49.1912136044008,16.62419775857 49.1912346981292,16.6261120753939 49.1912558305891,16.6264316055058 49.1912598776106,16.626798578389 49.1912622713699,16.6271400060207 49.191266724588,16.6276970635819 49.1912709535718,16.6279866496588 49.1912636551269,16.6282166532573 49.1912535504351,16.6287746313065 49.1912286709474,16.629001783942 49.1912088999791,16.6292183721464 49.1911766696662,16.6312553147749 49.1907370688123,16.6317686933678 49.190625905941,16.6321764438393 49.1905561940238,16.6324608910525 49.1905011940831,16.6328541422027 49.1904173654479,16.63327218671 49.1903297753797,16.6335339576014 49.1903073554529)","_Vyhrazeny pruh"
"LINESTRING (16.6622366365102 49.1868429209583,16.662396677412 49.1868276599366,16.6626459198049 49.1868136217646,16.6629004173348 49.1868075058119,16.6631617027576 49.1868158842303,16.6634139525899 49.1868310545268,16.6635828976324 49.1868447243779,16.6637495844619 49.1868627670576,16.6639405532936 49.1868902242507,16.6641114606177 49.1869282839682,16.6643432068091 49.1869763282896,16.6645796692583 49.1870430299821,16.6648044803463 49.1871249308271,16.66496146758 49.1871920463406,16.6652999090421 49.1873294579041,16.665845399433 49.1875886094188,16.6660112602601 49.1876528433618)","_stezka_C8_C9_C10"
"LINESTRING (16.6493145424606 49.1908518046642,16.6494616609099 49.1907829153669,16.6497564436832 49.1907087944736,16.6499183058176 49.1906636151426,16.6501159106274 49.1905967024253,16.650321439135 49.1905141794306,16.6505059893072 49.1904287713963,16.6508970915767 49.1902545845686,16.6512346293821 49.1901061462742,16.6516040192179 49.1899465955133,16.6519229580948 49.1898003595064,16.6521888245706 49.1896834223622,16.6523800720682 49.1895963748336,16.6533456138707 49.1891631947263,16.6541059556629 49.1888301343783,16.6544732407495 49.1886767541952,16.6553222856358 49.1883699873576)","_obsluzna komunikace(spolecny provoz)"
"LINESTRING (16.6553222856358 49.1883699873576,16.6553273609757 49.1882920276412,16.6553016995944 49.1882428504491,16.6553232889228 49.1882052127998,16.6554810753396 49.1881538014076,16.6557255240946 49.188085126157,16.655935639268 49.1880260319988,16.6561334016072 49.1879717516198,16.6567190255639 49.1878203690533,16.6568459714096 49.187798363067,16.6569643752428 49.1877814395793,16.6570626412309 49.1877580448252,16.6571553963973 49.187732998657,16.6572616807873 49.1876959577683,16.6573396864922 49.1876727147428,16.6574298353651 49.1876547480779,16.6575996702791 49.1876209197843,16.6577873677732 49.1875839282029,16.6580160256427 49.1875498211137,16.6581896777373 49.1875367874673,16.6583591180636 49.1875082988312,16.6585926640589 49.1874590609903,16.6588968415772 49.187402164902,16.6593662770777 49.1873070097061,16.6598395210548 49.187212120891,16.6603699404474 49.1871064136147,16.6610893926825 49.1869672751747,16.6613256182871 49.1869251682605,16.6615495306333 49.1868758782035,16.6616456192778 49.1868422211723,16.661779030566 49.1868042440169,16.6619247608132 49.1867792919326,16.6620258172963 49.186787353152,16.662087061065 49.1867943485817,16.6622366365102 49.1868429209583)","ostatni_pomocne"
"LINESTRING (16.6622366365102 49.1868429209583,16.6620431432669 49.1868818768819,16.6617180791875 49.1869831461635,16.6613978550358 49.187110787294,16.6609909161775 49.1872643620681,16.660488177711 49.1874992989039,16.6602177540983 49.1876584779268,16.6600485172644 49.1877406776919,16.6599350521821 49.1877807476026,16.6598044438614 49.1878136029365,16.6596047137064 49.18783958855,16.6592756779653 49.1878341906146)","_stezka_C8_C9_C10"
"LINESTRING (16.6493151296318 49.1908514945695,16.6497311160519 49.1909244055632,16.6503738873111 49.1910238460381,16.6509717464364 49.1911257409584,16.6514177798259 49.1911789710573,16.6517264763327 49.1912063516937,16.6521107626846 49.1912306229546,16.6525595113114 49.1912411582316,16.6528501261144 49.191234924617,16.6532809512103 49.1911977975825,16.6537893478808 49.1911323918724,16.6541781461523 49.1910768349062,16.6544491703026 49.1910200087715,16.6556268550994 49.1906797855035,16.6562083138599 49.1904957931784,16.6564084414596 49.1904395926342,16.6569611875109 49.1902606041557,16.6570985885438 49.1902337271489,16.6572326410406 49.190240356836,16.6573377401184 49.1902927493023,16.6576526123036 49.1907142136547,16.6579609350647 49.1911429482006,16.6580094285125 49.191180808896,16.6580779281289 49.1911947714701,16.6581819267936 49.1911753823543,16.6588662494146 49.1909592543543,16.6591200045865 49.1908899541238,16.6602094999805 49.190537852963,16.6613419335145 49.1901592405567,16.6618129404721 49.189980978083,16.6621413892485 49.1898359131408,16.662306788581 49.1897658149433)","_Vyhrazeny pruh"
"LINESTRING (16.663371045868 49.1893622221598,16.6635448292162 49.1894829759915,16.6644011537111 49.1900812678813,16.6649859509745 49.1904937880992,16.6656150479859 49.1909359478695,16.665898986533 49.1911321357066,16.6666755327748 49.1916743464016,16.6669911399646 49.1919302324983,16.6673266724005 49.1922468875437,16.6676544294452 49.1926463628974,16.6678386929824 49.1929687970803,16.667962197641 49.1932591679661,16.6679776440141 49.1935267807528,16.6680937359581 49.1938065247021,16.6680961913199 49.194050486878,16.6680241720095 49.1942607901347,16.6679377340046 49.194632710904,16.667875788814 49.1948285647792,16.6677620703492 49.1950934089357,16.6676199358482 49.1953669913201,16.6674313381116 49.195694779406,16.6671612786864 49.1961374693796,16.6669605260974 49.196468823215,16.6666637332813 49.1969570007195,16.666357810781 49.1974596935661,16.6661717378187 49.1978249214622,16.6660939557954 49.198029134763,16.6660412148766 49.1982452147987,16.6660012471494 49.1984186142894,16.6659797002634 49.1986678360435,16.6659808805316 49.1989312880888,16.6660214816072 49.1992600395,16.66610013727 49.199674204625,16.6661763876619 49.2000559898085,16.6662493496613 49.2003990171587,16.6662991416025 49.2006128355224,16.6663635869488 49.2007004211535,16.6665509466037 49.2007451781848,16.6664973780353 49.2008505057137)","ostatni_pomocne"
"LINESTRING (16.6595581383001 49.196991689941,16.6598711170408 49.1969811739366,16.6603512336018 49.1970100516688,16.6606564996328 49.1970062333939,16.6609941660522 49.1970043434574,16.6612796175242 49.1970167030152,16.6615171922182 49.197039751456,16.6617249607969 49.1970614045423,16.6623725011799 49.1971421263678,16.6625996397052 49.1971732251238,16.6629405277357 49.1972204122905,16.6642705144968 49.1973980017329,16.664440450914 49.1974148789908,16.6645870004734 49.1974304620546,16.6646989535079 49.1974411504951,16.6648902522229 49.1974553122394,16.6650494526899 49.197468972881,16.6652637760741 49.1974931893986,16.6655118995518 49.1975271644091,16.6676239439003 49.1978233789009)","_obsluzna komunikace(spolecny provoz)"
"LINESTRING (16.6676239439003 49.1978233789009,16.6676009732602 49.1978738572064,16.667428793359 49.1982860529532,16.6674318685422 49.1983497490521,16.667388619449 49.198461773141,16.6673665280926 49.1985902216934,16.6673677357221 49.1986434139292,16.6673869832831 49.1986702148669,16.6680940287776 49.1988431195366,16.6702800891167 49.1993986642823,16.6703216529665 49.1994106863113,16.6703847385155 49.1994120788389,16.6704499552723 49.1994133445617,16.6704968257689 49.1994158098633,16.6705489115628 49.1994225141787,16.6705899528396 49.1994348038102,16.6706258651847 49.1994577968265,16.6706381696162 49.1994857685605,16.6706314418786 49.1995165513075,16.6706248292309 49.1995311610911)","ostatni_pomocne"
"LINESTRING (16.6706215229057 49.1995384659828,16.6709531911988 49.1989926832177,16.6713439759965 49.1983492572271,16.6713546311531 49.1983316722222)","_stezka_C8_C9_C10"
"LINESTRING (16.6658419267583 49.1906663636943,16.6652365875744 49.1901102797802,16.6641604662344 49.1891094259492,16.6638354028921 49.1888642002617)","_obsluzna komunikace(spolecny provoz)"
"LINESTRING (16.6632401804783 49.1892535068251,16.6634065414598 49.189147846418,16.6635870196488 49.1890369683071,16.6638354028921 49.1888642002617)","_Vyhrazeny pruh"
"LINESTRING (16.6713546311531 49.1983316722222,16.6736595530205 49.1944780647864)","_stezka_C8_C9_C10"
"LINESTRING (16.6736595530205 49.1944780647864,16.6747555878443 49.1926818571639)","_stezka_C8_C9_C10"
"LINESTRING (16.663371045868 49.1893622221598,16.6633737091684 49.1893430372398,16.663417666376 49.1892952884054,16.6634936887082 49.189251059407,16.6637006150228 49.1891525688278,16.6640281769294 49.1890005378312)","ostatni_pomocne"
"LINESTRING (16.6640281769294 49.1890005378312,16.6642335269063 49.1889052279898,16.664592875664 49.1886879877417,16.6648303868451 49.1885262788917,16.6649758704413 49.1884057785324,16.6652031994778 49.1882120892946,16.6655564415708 49.1879085218487,16.6657410813008 49.1877577757123,16.6658927146057 49.187649707242,16.6659912423181 49.1875893760951,16.6661149184257 49.1874490244678,16.6661261794091 49.1873920270648)","ostatni_pomocne"
